id,instrument_1,instrument_2
4583,keyboard_electronic_002-062-075,guitar_acoustic_010-080-100
4584,flute_synthetic_000-050-127,keyboard_electronic_069-066-025
4585,keyboard_synthetic_000-076-025,guitar_acoustic_021-077-050
4586,keyboard_electronic_078-065-075,guitar_acoustic_021-058-050
4587,flute_synthetic_000-049-050,keyboard_electronic_078-071-100
4588,string_acoustic_071-049-025,keyboard_synthetic_000-084-025
4589,flute_acoustic_002-075-100,keyboard_electronic_001-070-100
4590,string_acoustic_080-053-050,flute_synthetic_000-073-050
4591,keyboard_electronic_098-082-025,flute_acoustic_002-079-127
4592,keyboard_electronic_002-067-025,guitar_acoustic_030-049-025
4593,string_acoustic_014-054-100,flute_synthetic_000-049-025
4594,guitar_electronic_022-067-127,keyboard_electronic_069-058-050
4595,keyboard_electronic_078-069-025,flute_synthetic_000-072-075
4596,string_acoustic_056-060-127,guitar_acoustic_021-076-050
4597,flute_acoustic_002-068-050,string_acoustic_014-062-075
4598,guitar_electronic_022-058-050,string_acoustic_071-052-127
4599,flute_synthetic_000-052-127,keyboard_electronic_003-060-075
4600,string_acoustic_014-065-127,keyboard_electronic_002-072-075
4601,keyboard_acoustic_004-083-050,guitar_acoustic_015-083-127
4602,keyboard_electronic_002-081-100,flute_synthetic_000-054-075
4603,string_acoustic_056-057-127,keyboard_electronic_078-053-127
4604,keyboard_electronic_069-048-025,flute_synthetic_000-054-075
4605,flute_synthetic_000-050-050,string_acoustic_057-064-050
4606,keyboard_acoustic_004-065-025,flute_acoustic_002-084-025
4607,string_acoustic_071-054-075,guitar_acoustic_014-067-100
4608,guitar_acoustic_021-050-025,keyboard_acoustic_004-068-100
4609,guitar_acoustic_021-071-050,keyboard_electronic_001-048-075
4610,keyboard_acoustic_004-071-100,guitar_acoustic_010-055-075
4611,guitar_acoustic_014-056-025,keyboard_electronic_002-072-075
4612,keyboard_synthetic_000-054-100,string_acoustic_014-064-050
4613,guitar_electronic_022-083-075,string_acoustic_056-060-075
4614,flute_synthetic_000-081-075,keyboard_acoustic_004-070-050
4615,string_acoustic_056-074-075,flute_acoustic_002-084-075
4616,string_acoustic_057-068-100,keyboard_electronic_002-064-025
4617,string_acoustic_014-054-127,flute_synthetic_000-049-025
4618,string_acoustic_056-056-025,guitar_acoustic_015-064-127
4619,keyboard_electronic_078-056-050,string_acoustic_014-064-075
4620,guitar_acoustic_010-077-127,flute_synthetic_000-072-100
4621,flute_synthetic_000-063-075,keyboard_synthetic_000-063-075
4622,guitar_acoustic_014-057-025,flute_acoustic_002-079-100
4623,flute_synthetic_000-084-025,string_acoustic_057-067-100
4624,keyboard_electronic_069-063-100,flute_synthetic_000-052-050
4625,guitar_acoustic_015-054-100,string_acoustic_014-061-127
4626,keyboard_electronic_069-066-025,flute_synthetic_000-062-025
4627,flute_synthetic_000-048-127,keyboard_electronic_098-064-025
4628,keyboard_electronic_002-057-075,flute_acoustic_002-079-100
4629,string_acoustic_014-059-050,guitar_acoustic_015-073-127
4630,guitar_acoustic_030-060-075,keyboard_electronic_003-060-075
4631,keyboard_synthetic_000-073-127,string_acoustic_057-077-100
4632,keyboard_electronic_001-065-100,flute_synthetic_000-079-100
4633,flute_synthetic_000-066-075,string_acoustic_057-064-075
4634,guitar_acoustic_021-081-075,flute_synthetic_000-079-025
4635,flute_synthetic_000-073-075,guitar_electronic_028-051-075
4636,string_acoustic_071-054-075,keyboard_electronic_078-053-050
4637,keyboard_electronic_069-066-100,flute_acoustic_002-071-127
4638,guitar_electronic_028-048-050,string_acoustic_057-064-025
4639,flute_acoustic_002-081-075,string_acoustic_057-077-050
4640,flute_synthetic_000-054-127,keyboard_electronic_078-049-025
4641,keyboard_electronic_098-064-025,string_acoustic_057-072-050
4642,flute_synthetic_000-076-025,guitar_acoustic_010-053-100
4643,guitar_acoustic_010-056-100,keyboard_synthetic_000-073-075
4644,keyboard_electronic_003-065-050,guitar_acoustic_014-083-050
4645,guitar_acoustic_021-065-075,keyboard_electronic_098-073-127
4646,string_acoustic_056-060-127,guitar_acoustic_014-071-050
4647,guitar_acoustic_014-070-100,flute_acoustic_002-067-025
4648,flute_acoustic_002-078-050,keyboard_electronic_002-048-127
4649,keyboard_electronic_003-063-075,string_acoustic_056-061-075
4650,flute_synthetic_000-052-025,string_acoustic_012-055-025
4651,guitar_acoustic_010-077-075,flute_acoustic_002-067-050
4652,keyboard_electronic_069-063-100,guitar_electronic_028-075-050
4653,keyboard_electronic_001-054-050,string_acoustic_057-063-100
4654,keyboard_electronic_078-077-050,guitar_acoustic_015-070-100
4655,guitar_acoustic_014-061-050,keyboard_electronic_003-063-025
4656,string_acoustic_056-075-025,keyboard_acoustic_004-061-127
4657,keyboard_electronic_002-062-050,guitar_acoustic_021-067-127
4658,guitar_acoustic_010-053-100,keyboard_synthetic_000-062-050
4659,keyboard_electronic_069-063-100,guitar_electronic_028-062-127
4660,string_acoustic_056-058-025,flute_synthetic_000-083-127
4661,string_acoustic_056-065-100,keyboard_acoustic_004-082-100
4662,flute_synthetic_000-073-050,string_acoustic_056-051-025
4663,guitar_electronic_022-056-127,flute_synthetic_000-048-100
4664,keyboard_electronic_098-080-025,flute_synthetic_000-052-127
4665,keyboard_electronic_002-075-127,string_acoustic_056-079-127
4666,guitar_acoustic_014-054-100,flute_acoustic_002-080-050
4667,guitar_acoustic_015-066-100,keyboard_synthetic_000-084-050
4668,guitar_acoustic_021-083-127,keyboard_electronic_001-058-025
4669,keyboard_electronic_002-076-025,guitar_acoustic_014-056-025
4670,keyboard_electronic_078-062-075,guitar_acoustic_010-056-100
4671,guitar_electronic_022-084-075,string_acoustic_057-073-127
4672,guitar_acoustic_010-050-050,string_acoustic_071-053-075
4673,guitar_acoustic_021-083-127,string_acoustic_056-072-100
4674,guitar_acoustic_015-048-025,string_acoustic_014-060-025
4675,guitar_acoustic_030-062-050,keyboard_electronic_069-072-075
4676,guitar_acoustic_010-063-025,keyboard_electronic_069-056-127
4677,keyboard_acoustic_004-071-050,guitar_acoustic_021-081-075
4678,guitar_acoustic_010-071-075,flute_acoustic_002-080-050
4679,guitar_acoustic_030-060-075,string_acoustic_056-050-127
4680,string_acoustic_056-056-025,keyboard_electronic_098-057-050
4681,keyboard_synthetic_000-048-025,guitar_acoustic_021-051-127
4682,string_acoustic_057-079-025,keyboard_synthetic_000-080-100
4683,guitar_acoustic_010-071-075,string_acoustic_071-049-025
4684,flute_acoustic_002-078-100,guitar_electronic_028-082-127
4685,string_acoustic_056-057-127,guitar_acoustic_010-063-127
4686,keyboard_electronic_098-073-127,flute_synthetic_000-053-127
4687,flute_acoustic_002-078-050,keyboard_acoustic_004-075-100
4688,guitar_acoustic_010-070-127,keyboard_electronic_069-057-100
4689,string_acoustic_057-079-050,flute_acoustic_002-067-025
4690,keyboard_electronic_001-070-100,string_acoustic_056-078-127
4691,string_acoustic_014-051-100,guitar_acoustic_030-051-127
4692,keyboard_electronic_098-060-100,flute_acoustic_002-078-025
4693,string_acoustic_057-078-127,flute_acoustic_002-072-127
4694,flute_synthetic_000-058-025,keyboard_electronic_069-056-127
4695,flute_synthetic_000-061-050,string_acoustic_012-053-025
4696,keyboard_electronic_069-059-075,guitar_acoustic_015-059-050
4697,keyboard_synthetic_000-066-127,flute_synthetic_000-048-100
4698,keyboard_acoustic_004-053-025,flute_synthetic_000-049-025
4699,keyboard_synthetic_000-084-100,string_acoustic_056-054-100
4700,string_acoustic_012-055-025,keyboard_acoustic_004-077-025
4701,keyboard_acoustic_004-065-025,string_acoustic_056-059-127
4702,string_acoustic_056-060-127,flute_synthetic_000-053-025
4703,string_acoustic_057-064-025,flute_acoustic_002-077-100
4704,keyboard_electronic_002-073-075,string_acoustic_056-079-127
4705,keyboard_electronic_069-070-127,string_acoustic_056-074-075
4706,guitar_acoustic_021-058-050,string_acoustic_014-055-025
4707,string_acoustic_056-069-025,keyboard_acoustic_004-077-100
4708,string_acoustic_014-048-075,keyboard_electronic_078-079-050
4709,flute_synthetic_000-079-025,keyboard_acoustic_004-062-075
4710,flute_acoustic_002-078-100,guitar_electronic_022-084-075
4711,keyboard_electronic_003-063-127,string_acoustic_071-049-025
4712,keyboard_acoustic_004-066-025,string_acoustic_056-071-050
4713,keyboard_electronic_002-048-050,guitar_acoustic_010-070-127
4714,keyboard_electronic_078-069-025,guitar_electronic_028-065-050
4715,guitar_electronic_028-060-075,string_acoustic_056-055-025
4716,keyboard_electronic_002-077-127,guitar_acoustic_021-082-127
4717,guitar_acoustic_030-076-050,string_acoustic_056-079-127
4718,guitar_acoustic_015-068-127,keyboard_synthetic_000-082-025
4719,guitar_acoustic_021-050-025,keyboard_electronic_003-053-100
4720,keyboard_synthetic_000-058-100,string_acoustic_057-077-050
4721,keyboard_acoustic_004-059-127,guitar_electronic_028-052-050
4722,flute_synthetic_000-057-025,keyboard_electronic_002-075-127
4723,string_acoustic_057-083-127,guitar_electronic_028-061-075
4724,flute_acoustic_002-071-127,keyboard_electronic_098-065-100
4725,string_acoustic_014-061-025,guitar_electronic_022-077-127
4726,string_acoustic_014-049-127,keyboard_electronic_001-057-100
4727,guitar_electronic_022-050-127,flute_synthetic_000-049-025
4728,guitar_acoustic_015-062-050,flute_acoustic_002-078-050
4729,guitar_acoustic_021-051-127,flute_acoustic_002-075-100
4730,keyboard_electronic_069-077-100,flute_synthetic_000-076-025
4731,string_acoustic_014-051-100,flute_synthetic_000-052-025
4732,string_acoustic_056-062-075,guitar_acoustic_010-057-100
4733,string_acoustic_056-059-127,flute_synthetic_000-049-050
4734,keyboard_acoustic_004-077-025,flute_synthetic_000-054-127
4735,flute_synthetic_000-049-100,keyboard_synthetic_000-071-127
4736,string_acoustic_057-078-025,guitar_acoustic_014-080-100
4737,string_acoustic_014-053-050,guitar_acoustic_010-058-075
4738,keyboard_synthetic_000-048-127,string_acoustic_014-062-075
4739,keyboard_electronic_098-065-100,string_acoustic_014-060-025
4740,keyboard_acoustic_004-063-127,guitar_electronic_022-080-050
4741,keyboard_electronic_078-053-050,guitar_electronic_028-057-025
4742,guitar_electronic_022-077-100,flute_synthetic_000-072-100
4743,flute_acoustic_002-084-075,guitar_electronic_028-081-025
4744,guitar_acoustic_010-057-025,keyboard_acoustic_004-075-100
4745,string_acoustic_056-061-075,guitar_acoustic_015-062-100
4746,flute_acoustic_002-077-025,keyboard_synthetic_000-065-050
4747,guitar_acoustic_014-081-025,string_acoustic_056-060-127
4748,flute_synthetic_000-058-025,guitar_acoustic_015-083-127
4749,flute_synthetic_000-084-025,keyboard_acoustic_004-078-025
4750,flute_acoustic_002-067-025,guitar_electronic_028-058-025
4751,keyboard_electronic_002-082-100,flute_synthetic_000-084-025
4752,keyboard_electronic_098-055-025,string_acoustic_056-071-127
4753,flute_synthetic_000-054-075,keyboard_electronic_002-050-100
4754,flute_synthetic_000-073-050,string_acoustic_012-049-050
4755,string_acoustic_014-049-100,keyboard_synthetic_000-080-100
4756,flute_synthetic_000-054-075,keyboard_synthetic_000-062-050
4757,keyboard_electronic_078-052-100,guitar_acoustic_010-076-050
4758,string_acoustic_056-062-075,keyboard_acoustic_004-069-025
4759,string_acoustic_057-084-127,keyboard_electronic_003-048-025
4760,string_acoustic_056-063-127,flute_synthetic_000-055-050
4761,string_acoustic_012-055-025,keyboard_electronic_001-075-050
4762,keyboard_electronic_098-075-127,string_acoustic_056-078-100
4763,flute_acoustic_002-081-075,string_acoustic_014-062-127
4764,guitar_acoustic_021-083-025,flute_acoustic_002-075-100
4765,string_acoustic_071-053-075,flute_synthetic_000-080-050
4766,keyboard_electronic_001-072-127,string_acoustic_014-065-075
4767,string_acoustic_057-055-100,keyboard_electronic_078-049-100
4768,flute_acoustic_002-077-025,keyboard_electronic_003-066-025
4769,flute_synthetic_000-079-127,keyboard_synthetic_000-073-127
4770,guitar_acoustic_014-057-100,keyboard_electronic_001-080-127
4771,guitar_acoustic_030-073-050,keyboard_electronic_098-058-025
4772,string_acoustic_057-064-075,keyboard_electronic_001-052-100
4773,guitar_electronic_022-054-100,string_acoustic_057-069-075
4774,keyboard_electronic_001-067-025,guitar_acoustic_010-074-075
4775,string_acoustic_056-078-100,keyboard_electronic_002-074-025
4776,keyboard_electronic_098-068-127,flute_synthetic_000-081-075
4777,string_acoustic_056-079-050,flute_acoustic_002-072-127
4778,flute_synthetic_000-079-100,guitar_acoustic_021-051-100
4779,flute_acoustic_002-078-050,guitar_acoustic_010-051-100
4780,flute_synthetic_000-084-025,string_acoustic_057-064-075
4781,guitar_acoustic_030-081-050,keyboard_electronic_098-073-100
4782,guitar_acoustic_014-052-050,flute_synthetic_000-071-127
4783,keyboard_synthetic_000-058-100,guitar_acoustic_014-084-127
4784,flute_synthetic_000-058-100,guitar_acoustic_010-056-050
4785,flute_synthetic_000-052-127,guitar_acoustic_014-083-050
4786,string_acoustic_071-052-025,flute_synthetic_000-054-075
4787,guitar_electronic_022-050-075,flute_synthetic_000-060-025
4788,guitar_acoustic_015-082-127,keyboard_acoustic_004-079-050
4789,string_acoustic_056-061-075,guitar_acoustic_010-060-100
4790,string_acoustic_057-069-075,keyboard_electronic_078-081-127
4791,flute_synthetic_000-073-075,string_acoustic_056-063-127
4792,guitar_acoustic_021-077-100,string_acoustic_014-062-075
4793,guitar_acoustic_010-068-075,string_acoustic_057-058-127
4794,flute_synthetic_000-052-050,string_acoustic_056-071-127
4795,flute_synthetic_000-054-050,keyboard_electronic_002-076-127
4796,flute_acoustic_002-083-100,guitar_acoustic_015-066-100
4797,guitar_electronic_028-052-050,flute_synthetic_000-050-127
4798,string_acoustic_057-059-025,guitar_acoustic_030-059-075
4799,guitar_acoustic_021-053-075,string_acoustic_014-048-075
4800,string_acoustic_014-064-075,flute_acoustic_002-075-100
4801,string_acoustic_071-055-050,guitar_acoustic_021-081-075
4802,flute_acoustic_002-078-100,string_acoustic_057-081-127
4803,string_acoustic_056-072-100,keyboard_acoustic_004-054-050
4804,keyboard_acoustic_004-064-050,string_acoustic_057-064-050
4805,keyboard_synthetic_000-081-025,string_acoustic_056-058-025
4806,flute_synthetic_000-048-100,keyboard_electronic_069-052-127
4807,string_acoustic_057-080-127,guitar_electronic_028-072-075
4808,flute_synthetic_000-052-050,keyboard_electronic_002-063-025
4809,guitar_electronic_022-058-075,keyboard_electronic_078-062-075
4810,keyboard_electronic_069-072-100,guitar_acoustic_010-055-075
4811,string_acoustic_071-051-127,flute_acoustic_002-078-025
4812,flute_synthetic_000-066-075,guitar_acoustic_014-063-127
4813,flute_acoustic_002-068-050,keyboard_electronic_078-080-075
4814,keyboard_electronic_002-072-050,flute_acoustic_002-080-050
4815,flute_acoustic_002-078-025,guitar_acoustic_030-075-100
4816,flute_synthetic_000-062-025,guitar_acoustic_010-080-025
4817,flute_synthetic_000-049-050,string_acoustic_071-049-025
4818,string_acoustic_056-058-025,guitar_acoustic_010-055-075
4819,guitar_acoustic_030-076-100,keyboard_electronic_001-076-025
4820,flute_synthetic_000-072-100,keyboard_electronic_003-063-127
4821,string_acoustic_057-078-075,flute_synthetic_000-057-050
4822,keyboard_electronic_003-060-050,flute_synthetic_000-073-050
4823,guitar_acoustic_010-054-025,flute_synthetic_000-062-025
4824,flute_acoustic_002-080-050,string_acoustic_057-078-127
4825,guitar_electronic_028-061-075,keyboard_electronic_069-072-075
4826,flute_acoustic_002-067-025,string_acoustic_014-065-127
4827,guitar_acoustic_014-074-127,string_acoustic_056-056-075
4828,flute_acoustic_002-074-025,keyboard_electronic_001-069-127
4829,guitar_electronic_022-083-050,keyboard_electronic_078-062-025
4830,string_acoustic_014-058-050,flute_synthetic_000-051-100
4831,flute_synthetic_000-054-050,string_acoustic_012-053-025
4832,flute_synthetic_000-068-075,guitar_acoustic_015-048-025
4833,keyboard_electronic_078-063-127,flute_synthetic_000-072-025
4834,string_acoustic_014-062-127,keyboard_electronic_069-083-075
4835,keyboard_electronic_002-064-025,flute_synthetic_000-050-127
4836,keyboard_electronic_003-056-127,flute_acoustic_002-080-050
4837,guitar_electronic_022-054-025,flute_synthetic_000-073-075
4838,flute_synthetic_000-073-075,guitar_acoustic_010-076-050
4839,guitar_acoustic_014-075-025,string_acoustic_056-063-127
4840,keyboard_acoustic_004-075-050,flute_synthetic_000-052-050
4841,flute_synthetic_000-054-025,keyboard_electronic_098-065-100
4842,flute_synthetic_000-084-025,string_acoustic_057-068-100
4843,string_acoustic_057-061-050,keyboard_synthetic_000-067-050
4844,string_acoustic_056-056-025,keyboard_electronic_069-051-075
4845,guitar_acoustic_014-053-100,flute_acoustic_002-075-100
4846,guitar_acoustic_021-050-025,flute_acoustic_002-079-127
4847,string_acoustic_080-054-050,keyboard_electronic_003-054-075
4848,keyboard_synthetic_000-072-075,string_acoustic_057-072-050
4849,guitar_electronic_028-058-025,string_acoustic_056-052-075
4850,keyboard_acoustic_004-054-050,flute_synthetic_000-054-025
4851,keyboard_synthetic_000-068-025,guitar_acoustic_015-080-050
4852,guitar_acoustic_015-077-100,string_acoustic_014-065-127
4853,keyboard_electronic_002-082-025,flute_synthetic_000-052-127
4854,string_acoustic_056-062-075,flute_synthetic_000-080-050
4855,flute_synthetic_000-054-050,keyboard_acoustic_004-074-075
