qualities,pitch,note,instrument_source_str,velocity,instrument_str,instrument,sample_rate,qualities_str,instrument_source,note_str,instrument_family,instrument_family_str
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",10,181594,synthetic,25,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-010-025,0,bass
"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",106,233170,synthetic,25,bass_synthetic_068,656,16000,"['bright', 'fast_decay', 'percussive']",2,bass_synthetic_068-106-025,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",51,107839,acoustic,127,string_acoustic_012,97,16000,['reverb'],0,string_acoustic_012-051-127,8,string
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",64,292336,electronic,75,organ_electronic_104,921,16000,[],1,organ_electronic_104-064-075,6,organ
"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0]",90,98677,acoustic,75,reed_acoustic_023,224,16000,"['fast_decay', 'multiphonic', 'nonlinear_env']",0,reed_acoustic_023-090-075,7,reed
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50,264643,electronic,25,bass_electronic_018,759,16000,[],1,bass_electronic_018-050-025,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",56,290664,electronic,25,organ_electronic_057,701,16000,['dark'],1,organ_electronic_057-056-025,6,organ
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",92,11074,synthetic,127,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-092-127,2,flute
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",70,170115,acoustic,75,mallet_acoustic_047,488,16000,"['fast_decay', 'percussive', 'reverb']",0,mallet_acoustic_047-070-075,5,mallet
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",69,199492,electronic,100,keyboard_electronic_098,905,16000,[],1,keyboard_electronic_098-069-100,4,keyboard
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",83,234901,synthetic,75,bass_synthetic_135,927,16000,['distortion'],2,bass_synthetic_135-083-075,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",72,205523,electronic,25,keyboard_electronic_098,905,16000,[],1,keyboard_electronic_098-072-025,4,keyboard
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",51,8479,synthetic,75,vocal_synthetic_003,37,16000,"['distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-051-075,10,vocal
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",73,272434,electronic,127,organ_electronic_113,958,16000,[],1,organ_electronic_113-073-127,6,organ
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",97,65418,acoustic,75,guitar_acoustic_021,457,16000,"['fast_decay', 'percussive']",0,guitar_acoustic_021-097-075,3,guitar
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",40,135766,acoustic,100,reed_acoustic_023,224,16000,"['bright', 'fast_decay', 'multiphonic', 'nonlinear_env']",0,reed_acoustic_023-040-100,7,reed
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",60,2490,acoustic,75,brass_acoustic_059,572,16000,['reverb'],0,brass_acoustic_059-060-075,1,brass
"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",92,238491,synthetic,100,bass_synthetic_009,150,16000,['long_release'],2,bass_synthetic_009-092-100,0,bass
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",58,223111,synthetic,50,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-058-050,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",71,47606,acoustic,127,reed_acoustic_011,104,16000,[],0,reed_acoustic_011-071-127,7,reed
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",36,4899,acoustic,50,string_acoustic_080,675,16000,"['long_release', 'reverb']",0,string_acoustic_080-036-050,8,string
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",53,12095,synthetic,100,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-053-100,0,bass
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",40,87981,acoustic,25,string_acoustic_012,97,16000,"['long_release', 'reverb']",0,string_acoustic_012-040-025,8,string
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",24,190036,electronic,25,organ_electronic_028,440,16000,['dark'],1,organ_electronic_028-024-025,6,organ
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",72,11715,synthetic,75,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-072-075,2,flute
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",22,195512,synthetic,75,bass_synthetic_033,417,16000,['dark'],2,bass_synthetic_033-022-075,0,bass
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",110,89663,acoustic,50,mallet_acoustic_056,590,16000,['bright'],0,mallet_acoustic_056-110-050,5,mallet
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",85,181621,electronic,127,organ_electronic_028,440,16000,[],1,organ_electronic_028-085-127,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",71,221578,electronic,127,keyboard_electronic_003,65,16000,[],1,keyboard_electronic_003-071-127,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",56,41459,acoustic,25,vocal_acoustic_000,46,16000,['reverb'],0,vocal_acoustic_000-056-025,10,vocal
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",73,66183,acoustic,75,brass_acoustic_046,414,16000,['bright'],0,brass_acoustic_046-073-075,1,brass
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",92,114120,acoustic,50,string_acoustic_057,450,16000,"['bright', 'nonlinear_env', 'reverb']",0,string_acoustic_057-092-050,8,string
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",72,53713,acoustic,100,brass_acoustic_046,414,16000,['bright'],0,brass_acoustic_046-072-100,1,brass
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",21,224004,synthetic,127,bass_synthetic_098,803,16000,['distortion'],2,bass_synthetic_098-021-127,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",45,272901,electronic,25,keyboard_electronic_003,65,16000,['dark'],1,keyboard_electronic_003-045-025,4,keyboard
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",44,203133,synthetic,25,bass_synthetic_135,927,16000,['distortion'],2,bass_synthetic_135-044-025,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",71,62992,acoustic,25,brass_acoustic_006,43,16000,['reverb'],0,brass_acoustic_006-071-025,1,brass
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75,64298,acoustic,75,brass_acoustic_046,414,16000,['bright'],0,brass_acoustic_046-075-075,1,brass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",74,236292,electronic,75,organ_electronic_104,921,16000,[],1,organ_electronic_104-074-075,6,organ
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",31,10815,electronic,25,guitar_electronic_022,378,16000,['dark'],1,guitar_electronic_022-031-025,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",38,27472,acoustic,50,reed_acoustic_011,104,16000,[],0,reed_acoustic_011-038-050,7,reed
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",86,4576,electronic,75,keyboard_electronic_003,65,16000,[],1,keyboard_electronic_003-086-075,4,keyboard
"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",95,87781,acoustic,75,brass_acoustic_046,414,16000,['long_release'],0,brass_acoustic_046-095-075,1,brass
"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",49,225631,synthetic,75,keyboard_synthetic_000,577,16000,"['distortion', 'fast_decay', 'nonlinear_env']",2,keyboard_synthetic_000-049-075,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",37,166540,acoustic,25,guitar_acoustic_014,263,16000,[],0,guitar_acoustic_014-037-025,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",52,56475,acoustic,127,brass_acoustic_006,43,16000,['reverb'],0,brass_acoustic_006-052-127,1,brass
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",55,65182,synthetic,50,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-055-050,2,flute
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",39,212703,acoustic,100,keyboard_acoustic_004,327,16000,['reverb'],0,keyboard_acoustic_004-039-100,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",61,3459,acoustic,100,brass_acoustic_006,43,16000,['reverb'],0,brass_acoustic_006-061-100,1,brass
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",64,269920,electronic,127,keyboard_electronic_069,805,16000,['distortion'],1,keyboard_electronic_069-064-127,4,keyboard
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",100,163757,acoustic,75,guitar_acoustic_021,457,16000,"['fast_decay', 'percussive']",0,guitar_acoustic_021-100-075,3,guitar
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",65,12142,acoustic,100,string_acoustic_057,450,16000,"['bright', 'nonlinear_env', 'reverb']",0,string_acoustic_057-065-100,8,string
"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",102,25187,acoustic,25,flute_acoustic_002,86,16000,"['bright', 'reverb']",0,flute_acoustic_002-102-025,2,flute
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",41,234926,acoustic,127,keyboard_acoustic_004,327,16000,['reverb'],0,keyboard_acoustic_004-041-127,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",52,223951,electronic,100,bass_electronic_025,872,16000,[],1,bass_electronic_025-052-100,0,bass
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",32,279287,synthetic,75,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-032-075,0,bass
"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",87,305832,electronic,75,keyboard_electronic_098,905,16000,['fast_decay'],1,keyboard_electronic_098-087-075,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",61,3959,acoustic,25,guitar_acoustic_010,219,16000,[],0,guitar_acoustic_010-061-025,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",62,82005,acoustic,127,brass_acoustic_006,43,16000,['reverb'],0,brass_acoustic_006-062-127,1,brass
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",108,37440,acoustic,50,mallet_acoustic_047,488,16000,"['fast_decay', 'percussive', 'reverb']",0,mallet_acoustic_047-108-050,5,mallet
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",48,289863,electronic,127,keyboard_electronic_001,40,16000,[],1,keyboard_electronic_001-048-127,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",73,280866,electronic,25,keyboard_electronic_002,50,16000,[],1,keyboard_electronic_002-073-025,4,keyboard
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",72,217609,synthetic,50,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-072-050,0,bass
"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",56,223079,synthetic,100,keyboard_synthetic_000,577,16000,"['distortion', 'fast_decay', 'nonlinear_env']",2,keyboard_synthetic_000-056-100,4,keyboard
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",62,29181,synthetic,50,vocal_synthetic_003,37,16000,"['bright', 'distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-062-050,10,vocal
"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",92,217359,synthetic,25,bass_synthetic_009,150,16000,['long_release'],2,bass_synthetic_009-092-025,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",30,192335,acoustic,100,guitar_acoustic_021,457,16000,[],0,guitar_acoustic_021-030-100,3,guitar
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",93,262798,electronic,25,keyboard_electronic_098,905,16000,"['fast_decay', 'percussive']",1,keyboard_electronic_098-093-025,4,keyboard
"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",28,70522,acoustic,75,mallet_acoustic_062,644,16000,"['dark', 'long_release', 'multiphonic']",0,mallet_acoustic_062-028-075,5,mallet
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",56,171256,acoustic,50,guitar_acoustic_015,316,16000,['reverb'],0,guitar_acoustic_015-056-050,3,guitar
"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",81,72652,electronic,75,keyboard_electronic_098,905,16000,['fast_decay'],1,keyboard_electronic_098-081-075,4,keyboard
"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",89,256344,synthetic,100,bass_synthetic_068,656,16000,['fast_decay'],2,bass_synthetic_068-089-100,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",92,93925,electronic,50,guitar_electronic_028,510,16000,[],1,guitar_electronic_028-092-050,3,guitar
"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",61,21778,acoustic,100,string_acoustic_056,436,16000,"['fast_decay', 'reverb']",0,string_acoustic_056-061-100,8,string
"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",93,193637,synthetic,75,bass_synthetic_009,150,16000,['long_release'],2,bass_synthetic_009-093-075,0,bass
"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",65,128239,acoustic,75,mallet_acoustic_056,590,16000,['fast_decay'],0,mallet_acoustic_056-065-075,5,mallet
"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",63,235355,electronic,75,bass_electronic_018,759,16000,['fast_decay'],1,bass_electronic_018-063-075,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",104,188778,synthetic,25,bass_synthetic_098,803,16000,[],2,bass_synthetic_098-104-025,0,bass
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",87,174000,acoustic,127,mallet_acoustic_047,488,16000,"['fast_decay', 'percussive', 'reverb']",0,mallet_acoustic_047-087-127,5,mallet
"[1, 0, 1, 1, 0, 0, 1, 1, 0, 0]",104,247095,synthetic,127,keyboard_synthetic_000,577,16000,"['bright', 'distortion', 'fast_decay', 'nonlinear_env', 'percussive']",2,keyboard_synthetic_000-104-127,4,keyboard
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",38,263820,synthetic,50,bass_synthetic_068,656,16000,['dark'],2,bass_synthetic_068-038-050,0,bass
"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",62,299588,synthetic,50,keyboard_synthetic_000,577,16000,"['distortion', 'fast_decay', 'nonlinear_env']",2,keyboard_synthetic_000-062-050,4,keyboard
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",46,203261,synthetic,50,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-046-050,0,bass
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",73,175597,electronic,100,organ_electronic_007,123,16000,"['distortion', 'long_release', 'nonlinear_env']",1,organ_electronic_007-073-100,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",67,228522,synthetic,50,bass_synthetic_033,417,16000,[],2,bass_synthetic_033-067-050,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",48,264766,electronic,100,organ_electronic_057,701,16000,['dark'],1,organ_electronic_057-048-100,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",51,20438,acoustic,100,guitar_acoustic_010,219,16000,[],0,guitar_acoustic_010-051-100,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",83,288902,electronic,127,organ_electronic_001,8,16000,[],1,organ_electronic_001-083-127,6,organ
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",23,169912,electronic,50,organ_electronic_007,123,16000,"['distortion', 'long_release', 'nonlinear_env']",1,organ_electronic_007-023-050,6,organ
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",30,29132,electronic,25,guitar_electronic_028,510,16000,['dark'],1,guitar_electronic_028-030-025,3,guitar
"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",99,250146,synthetic,25,bass_synthetic_135,927,16000,"['bright', 'distortion']",2,bass_synthetic_135-099-025,0,bass
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 1]",87,84664,acoustic,25,guitar_acoustic_030,642,16000,"['fast_decay', 'percussive', 'tempo-synced']",0,guitar_acoustic_030-087-025,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",47,293062,electronic,100,guitar_electronic_022,378,16000,['dark'],1,guitar_electronic_022-047-100,3,guitar
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",96,52635,synthetic,100,vocal_synthetic_003,37,16000,"['bright', 'distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-096-100,10,vocal
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",81,205704,electronic,127,organ_electronic_104,921,16000,[],1,organ_electronic_104-081-127,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",33,194062,synthetic,75,bass_synthetic_098,803,16000,[],2,bass_synthetic_098-033-075,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",41,123795,acoustic,75,string_acoustic_014,100,16000,"['dark', 'reverb']",0,string_acoustic_014-041-075,8,string
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",51,8782,acoustic,50,guitar_acoustic_021,457,16000,[],0,guitar_acoustic_021-051-050,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",97,172064,synthetic,127,bass_synthetic_098,803,16000,[],2,bass_synthetic_098-097-127,0,bass
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",93,277900,synthetic,75,bass_synthetic_134,914,16000,"['fast_decay', 'percussive', 'reverb']",2,bass_synthetic_134-093-075,0,bass
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",64,110516,synthetic,127,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-064-127,2,flute
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",41,207895,synthetic,25,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-041-025,0,bass
"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",84,16929,acoustic,75,brass_acoustic_046,414,16000,['long_release'],0,brass_acoustic_046-084-075,1,brass
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",46,68858,acoustic,25,string_acoustic_071,609,16000,"['long_release', 'reverb']",0,string_acoustic_071-046-025,8,string
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",89,160602,electronic,25,organ_electronic_001,8,16000,[],1,organ_electronic_001-089-025,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",84,123485,acoustic,50,reed_acoustic_018,183,16000,[],0,reed_acoustic_018-084-050,7,reed
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",22,185585,synthetic,75,bass_synthetic_068,656,16000,['dark'],2,bass_synthetic_068-022-075,0,bass
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",96,187833,acoustic,75,guitar_acoustic_015,316,16000,"['fast_decay', 'percussive', 'reverb']",0,guitar_acoustic_015-096-075,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",30,138813,electronic,75,organ_electronic_057,701,16000,['dark'],1,organ_electronic_057-030-075,6,organ
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",101,112760,acoustic,75,guitar_acoustic_010,219,16000,['bright'],0,guitar_acoustic_010-101-075,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",45,226305,acoustic,127,keyboard_acoustic_004,327,16000,['reverb'],0,keyboard_acoustic_004-045-127,4,keyboard
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",23,121619,electronic,75,organ_electronic_007,123,16000,"['distortion', 'long_release', 'nonlinear_env']",1,organ_electronic_007-023-075,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",42,51732,acoustic,50,reed_acoustic_011,104,16000,[],0,reed_acoustic_011-042-050,7,reed
"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",106,185426,acoustic,50,guitar_acoustic_010,219,16000,"['bright', 'fast_decay']",0,guitar_acoustic_010-106-050,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",51,79680,acoustic,127,string_acoustic_080,675,16000,['reverb'],0,string_acoustic_080-051-127,8,string
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",37,259125,electronic,100,bass_electronic_018,759,16000,[],1,bass_electronic_018-037-100,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",58,40065,acoustic,100,reed_acoustic_018,183,16000,[],0,reed_acoustic_018-058-100,7,reed
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",88,84733,acoustic,50,string_acoustic_057,450,16000,"['bright', 'nonlinear_env', 'reverb']",0,string_acoustic_057-088-050,8,string
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",70,100908,synthetic,127,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-070-127,2,flute
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",83,182248,acoustic,25,guitar_acoustic_010,219,16000,[],0,guitar_acoustic_010-083-025,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",59,7004,acoustic,100,vocal_acoustic_000,46,16000,['reverb'],0,vocal_acoustic_000-059-100,10,vocal
"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",77,80553,acoustic,50,guitar_acoustic_021,457,16000,['fast_decay'],0,guitar_acoustic_021-077-050,3,guitar
"[1, 0, 1, 1, 0, 0, 1, 1, 0, 0]",107,200029,synthetic,75,keyboard_synthetic_000,577,16000,"['bright', 'distortion', 'fast_decay', 'nonlinear_env', 'percussive']",2,keyboard_synthetic_000-107-075,4,keyboard
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",48,165690,electronic,75,organ_electronic_113,958,16000,['dark'],1,organ_electronic_113-048-075,6,organ
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",82,95040,acoustic,100,brass_acoustic_016,128,16000,['bright'],0,brass_acoustic_016-082-100,1,brass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",48,251246,electronic,127,keyboard_electronic_003,65,16000,[],1,keyboard_electronic_003-048-127,4,keyboard
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",42,182729,electronic,25,guitar_electronic_022,378,16000,['dark'],1,guitar_electronic_022-042-025,3,guitar
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",60,39338,acoustic,127,string_acoustic_057,450,16000,"['bright', 'nonlinear_env', 'reverb']",0,string_acoustic_057-060-127,8,string
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",39,223956,electronic,127,keyboard_electronic_002,50,16000,['distortion'],1,keyboard_electronic_002-039-127,4,keyboard
"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",73,181440,acoustic,75,mallet_acoustic_062,644,16000,"['dark', 'multiphonic']",0,mallet_acoustic_062-073-075,5,mallet
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",77,158008,acoustic,127,guitar_acoustic_010,219,16000,[],0,guitar_acoustic_010-077-127,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",49,144091,acoustic,100,guitar_acoustic_010,219,16000,[],0,guitar_acoustic_010-049-100,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",40,195241,electronic,50,bass_electronic_018,759,16000,[],1,bass_electronic_018-040-050,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",70,98971,synthetic,75,bass_synthetic_033,417,16000,[],2,bass_synthetic_033-070-075,0,bass
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",69,117931,acoustic,25,string_acoustic_056,436,16000,"['fast_decay', 'percussive', 'reverb']",0,string_acoustic_056-069-025,8,string
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",77,248851,acoustic,25,keyboard_acoustic_004,327,16000,"['dark', 'reverb']",0,keyboard_acoustic_004-077-025,4,keyboard
"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",99,298713,electronic,25,keyboard_electronic_098,905,16000,"['bright', 'fast_decay', 'percussive']",1,keyboard_electronic_098-099-025,4,keyboard
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",25,89907,acoustic,100,string_acoustic_014,100,16000,"['dark', 'reverb']",0,string_acoustic_014-025-100,8,string
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",104,134610,synthetic,100,bass_synthetic_098,803,16000,[],2,bass_synthetic_098-104-100,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",43,225423,electronic,127,organ_electronic_001,8,16000,['dark'],1,organ_electronic_001-043-127,6,organ
"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",22,302229,synthetic,75,keyboard_synthetic_000,577,16000,"['distortion', 'fast_decay', 'nonlinear_env']",2,keyboard_synthetic_000-022-075,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",51,6089,acoustic,127,string_acoustic_071,609,16000,['reverb'],0,string_acoustic_071-051-127,8,string
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",57,135344,acoustic,100,reed_acoustic_023,224,16000,"['bright', 'fast_decay', 'multiphonic', 'nonlinear_env']",0,reed_acoustic_023-057-100,7,reed
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",98,203488,synthetic,75,bass_synthetic_135,927,16000,['distortion'],2,bass_synthetic_135-098-075,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",92,55172,electronic,25,organ_electronic_028,440,16000,[],1,organ_electronic_028-092-025,6,organ
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",54,199107,electronic,75,keyboard_electronic_069,805,16000,['distortion'],1,keyboard_electronic_069-054-075,4,keyboard
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",35,222742,synthetic,25,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-035-025,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",71,235909,electronic,100,guitar_electronic_022,378,16000,[],1,guitar_electronic_022-071-100,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",87,163181,electronic,100,keyboard_electronic_003,65,16000,[],1,keyboard_electronic_003-087-100,4,keyboard
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",40,218823,synthetic,100,bass_synthetic_098,803,16000,['distortion'],2,bass_synthetic_098-040-100,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",43,22227,acoustic,50,guitar_acoustic_014,263,16000,[],0,guitar_acoustic_014-043-050,3,guitar
"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",103,93050,synthetic,100,bass_synthetic_068,656,16000,"['bright', 'fast_decay', 'percussive']",2,bass_synthetic_068-103-100,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",31,286432,acoustic,25,keyboard_acoustic_004,327,16000,"['dark', 'reverb']",0,keyboard_acoustic_004-031-025,4,keyboard
"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",104,106610,synthetic,50,flute_synthetic_000,82,16000,"['bright', 'distortion']",2,flute_synthetic_000-104-050,2,flute
